county_code,total_sample_hh,avg_water_travel_time_mins,pct_informal_labour,avg_overcrowding_rate,avg_dwelling_quality_index,pct_adequate_dwelling,mean_predicted_burden,pct_top_decile_vulnerable,financial_stability_score,theta_CCR,theta_BCC,scale_efficiency,rts_category,slack_water_mins,slack_overcrowding,HAD,unit_cost_ksh,score_per_unit,allocated_units_mode_b,project_activated_mode_b,total_expenditure_mode_b_ksh
38,394,-0.2172421353597978,0.0825,1.19,-0.516462129290686,0.215,0.04492176233242223,0.0825,0.9550782376675777,0.93263841,0.95579005,0.9757774837685327,VRS (Scale-inefficient),0.0,0.0,0.785,3291490.4117021277,0.8372516257928122,100.0,True,329149041.17021275
39,405,-0.1547180455226282,0.1147186147186147,0.9242424242424242,-0.117296393707005,0.5043290043290043,0.06450714150047483,0.07792207792207792,0.9354928584995251,0.70908828,0.7257342,0.9770633380650933,VRS (Scale-inefficient),0.0,0.0,0.4956709956709957,3291493.111702128,0.7411541608003647,100.0,True,329149311.1702128
40,450,-0.0399032489663391,0.0169902912621359,1.2378640776699028,0.0045220890512194,0.6043689320388349,0.04454406096866097,0.10436893203883495,0.9554559390313391,0.75751308,0.75939139,0.9975265587354104,VRS (Scale-inefficient),0.0,0.0,0.3956310679611651,3291493.111702128,0.518852474141164,100.0,True,329149311.1702128
41,455,-0.1740721058392747,0.0253807106598984,1.032994923857868,-0.0190731623384305,0.4949238578680203,0.11708666666666667,0.16243654822335024,0.8829133333333333,1.0,1.0,1.0,CRS (Constant Returns),0.0,0.0,0.5050761421319797,3291489.361702128,0.6708261214518494,100.0,True,329148936.1702128
42,373,-0.2288018103478575,0.0964125560538116,1.1838565022421526,-0.1320500967005812,0.4730941704035874,0.048276748928759654,0.11659192825112108,0.9517232510712403,0.83844949,0.84648226,0.9905104095152567,VRS (Scale-inefficient),0.0,0.0,0.5269058295964126,3291610.711702128,0.6633059218316273,100.0,True,329161071.1702128
43,368,0.3242465131325475,0.0781990521327014,1.0781990521327014,0.1036692856186016,0.54739336492891,0.061713814567075434,0.0947867298578199,0.9382861854329245,0.98321648,1.0,0.98321648,VRS (Scale-inefficient),0.0,0.0,0.45260663507109,3291493.111702128,0.6457981716243516,100.0,True,329149311.1702128
44,435,-0.1047645835303058,0.1339950372208436,0.8238213399503722,0.0027618374843353,0.5161290322580645,0.0959809706257982,0.16129032258064516,0.9040190293742018,0.82699504,0.87678648,0.9432114418552622,VRS (Scale-inefficient),0.0,0.0,0.4838709677419355,3291489.361702128,0.6712766276134602,100.0,True,329148936.1702128
45,400,0.002675796116939,0.0901960784313725,1.103921568627451,-0.304109988118677,0.3764705882352941,0.055698055555555556,0.0392156862745098,0.9443019444444445,0.75410204,0.78954663,0.9551076672950906,VRS (Scale-inefficient),0.0,0.0,0.6235294117647059,3291489.361702128,0.6345207220614929,100.0,True,329148936.1702128
46,637,0.1925837259145831,0.0683371298405467,1.20501138952164,-0.4634756272476504,0.337129840546697,0.03345822431536717,0.0979498861047836,0.9665417756846328,1.0,1.0,1.0,CRS (Constant Returns),0.0,0.0,0.6628701594533031,3294156.361702128,0.4,100.0,True,329415636.1702128
47,517,-0.2831055995060677,0.0727101038715769,1.0217186024551463,0.1545074589038377,0.6827195467422096,0.060194756071351815,0.17374881964117092,0.9398052439286482,0.55044791,0.56387253,0.9761921014311514,VRS (Scale-inefficient),0.0,0.0,0.3172804532577904,3291489.361702128,0.2508923726904903,100.0,True,329148936.1702128
