household_unique_key,county_code,county_name,HFVS,HFVS_tier,d1_score,d2_score,d3_score,d4_score,d5_score,housing_cost_burden,is_urban_household,is_female_headed_hh,dwelling_tenure_type_code,hcb_predicted_hurdle,in_test_split,rho_sbm_bc,rho_sbm_ci_low,rho_sbm_ci_high,theta_ccr,theta_bcc,scale_efficiency,policy_quadrant,cap_index,umax_units,units_A,binding_A,units_B,binding_B,units_C,capacity_uplift_flag,active_A,active_B,active_C,cost_A_ksh,cost_B_ksh,cost_C_ksh,mean_hfvs,mean_hcb,allocation_pct,priority_score,vulnerable_population_2026,pop_2026_est
11-93-70-53,27.0,Uasin Gishu,0.1677921112562365,High,0.23043319509779941,0.20346812709641843,0.09268227079922692,-0.13244557361837858,0.5292792801448976,0.015,0.0,0.0,1.0,0.015,False,1.0,0.006035390150363782,0.17550482702865838,0.82699504,0.87678648,0.9432114418552622,"Expand (High Vuln, High Eff)",0.47553191489361696,209,209.0,Capacity,100.0,National quota,314.0,True,True,True,True,687921276.5957447,329148936.1702128,1033527659.5744681,0.0764234975594234,0.0959809706257982,3.4829809051074045,0.8252120347428098,965246.9099741188,1362022
11-93-75-18,21.0,Murang'a,-0.7097333911540644,Low,-1.2119180446500124,-1.1334803140094243,0.9066345984600052,-0.7529978467717517,-0.015232631444544197,0.0044444444444444444,0.0,0.0,1.0,0.0044444444444444444,False,1e-06,0.9999848401925387,1.0,0.82460292,1.0,0.82460292,"Improve (Low Vuln, Low Eff)",0.6414893617021276,328,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.07345439739072315,0.3043865294330083,0.0,0.29450937643313413,607309.2576896481,1237263
11-93-90-50,35.0,Kericho,-0.10168515782453774,Moderate,-0.2503505514848045,0.20346812709641843,-0.15150342749900653,-0.4493586329025881,-0.1293661325637289,0.005,0.0,0.0,1.0,0.005,False,0.8756055884954024,8.500705399825561e-08,0.14642417019867526,0.63983089,0.71161952,0.8991193636734418,"Improve (Low Vuln, Low Eff)",0.3531914893617021,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.10053518209558616,0.07874998957681885,0.0,0.6211354674438161,476739.66878029,1055928
11-94-00-68,35.0,Kericho,-0.16518033931629353,Moderate,-0.2503505514848045,-1.1334803140094243,0.09268227079922692,0.7386505317439764,1.5041696022045985,0.1,0.0,0.0,1.0,0.1,False,0.8756055884954024,8.500705399825561e-08,0.14642417019867526,0.63983089,0.71161952,0.8991193636734418,"Improve (Low Vuln, Low Eff)",0.3531914893617021,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.10053518209558616,0.07874998957681885,0.0,0.6211354674438161,476739.66878029,1055928
11-94-16-16,22.0,Kiambu,0.37643045563933525,High,1.6727844348456111,0.5377052373728798,-0.07010819473292876,-0.8193670738469789,-0.600166824680365,0.013333333333333334,1.0,1.0,2.0,0.013333333333333334,False,1.0,0.002371296694670007,0.19717058247593847,1.0,1.0,1.0,"Maintain (Low Vuln, High Eff)",0.7627659574468085,200,200.0,Capacity,200.0,Capacity,300.0,True,True,True,True,658297872.3404256,658297872.3404256,987446808.5106384,-0.08809579393276237,0.14565336977199045,3.332996081442493,0.6817411863671665,1329360.570225179,2831025
11-94-26-83,32.0,Nakuru,0.30879652251782436,High,1.1920006882630074,0.5377052373728798,-0.39568912579723997,-0.7861824603093651,0.24870108989356954,0.01,0.0,1.0,2.0,0.01,False,0.995519358727289,0.006301654491686836,0.11917647759172383,0.78532023,0.84587045,0.9284166742082075,"Expand (High Vuln, High Eff)",0.5563829787234041,265,265.0,Capacity,265.0,Capacity,398.0,True,True,True,True,872244680.8510638,872244680.8510638,1310012765.9574468,0.03686429971357667,0.06127018140589569,4.416219807911302,0.7889217450888757,1648690.0193956536,2531811
11-94-52-10,3.0,Kilifi,0.73497960101473,Critical,0.23043319509779941,2.2088907887551827,1.1508202967582388,-0.9006693770141321,-0.8498338583785807,0.0044444444444444444,1.0,0.0,3.0,0.0044444444444444444,False,0.8181719766172306,0.0036298972198070085,0.19450639335609124,0.6787647,0.76926551,0.882354260234545,"Improve (Low Vuln, Low Eff)",0.5287234042553192,200,200.0,Capacity,100.0,National quota,0.0,True,True,True,False,658298622.3404256,329149311.1702128,0.0,-0.09473909535559052,0.07373232502264761,3.3329998787311763,0.6032165405835807,782909.5042997724,1702299
11-94-96-66,14.0,Embu,-0.47654655160078846,Moderate,0.7112169416804034,-1.1334803140094243,0.09268227079922692,-0.596200547806528,-1.5560348965535342,0.044444444444444446,0.0,0.0,1.0,0.044444444444444446,False,1.0,0.006799001442634716,0.10892523252827682,0.95496176,1.0,0.95496176,"Maintain (Low Vuln, High Eff)",0.32127659574468087,200,200.0,Capacity,100.0,National quota,0.0,True,True,True,False,658298622.3404256,329149311.1702128,0.0,-0.04079940453140937,0.0787942612942613,3.3329998787311763,0.7229865202788992,383618.6264873885,712634
11-95-62-95,12.0,Meru,-0.061299492136321576,Moderate,-1.2119180446500124,0.20346812709641843,0.9066345984600052,-0.7281093866185416,1.7371921669895998,0.0044444444444444444,0.0,1.0,1.0,0.0044444444444444444,False,0.9865643454574158,0.003097097716748898,0.1160831318063007,0.7472229,0.9284897,0.8047724169691921,"Maintain (Low Vuln, High Eff)",0.43936170212765957,200,200.0,Capacity,100.0,National quota,300.0,True,True,True,True,658298622.3404256,329149311.1702128,987447933.5106384,-0.12865591656817432,0.12233198904655215,3.3329998787311763,0.6409960204080509,743192.3972292847,1809940
11-95-72-80,33.0,Narok,0.350898331629212,High,0.7112169416804034,0.5377052373728798,1.1508202967582388,-0.4626324783176331,-0.7571003887192433,0.04,1.0,1.0,2.0,0.04,False,0.870363442164275,0.005218322684626933,0.13812013991966862,0.75816635,0.78985969,0.9598747215470637,"Priority (High Vuln, Low Eff)",0.33723404255319145,200,200.0,Capacity,100.0,National quota,232.0,True,True,True,True,658298622.3404256,329149311.1702128,763626401.9148936,-0.0021165006739281636,0.05424075620505683,3.3329998787311763,0.7048656948812442,806069.7236506658,1355801
11-95-74-78,25.0,Samburu,0.014315286454623155,High,-0.2503505514848045,0.20346812709641843,-0.6398748240954736,-0.6866286196965249,2.1033704830803157,0.022222222222222223,0.0,1.0,1.0,0.022222222222222223,False,0.49700408075120983,0.006223811350638621,0.21743495283374586,0.85624483,0.88363255,0.9690055328993935,"Priority (High Vuln, Low Eff)",0.2606382978723404,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,0.11706466448038158,0.16184751278475126,0.0,0.659455040168566,278983.3419909905,363375
11-95-95-19,32.0,Nakuru,-0.7694776492210482,Low,-1.2119180446500124,-1.1334803140094243,-0.15150342749900653,-0.5621863189304738,0.4151457790257136,0.03,0.0,0.0,1.0,0.03,False,0.995519358727289,0.006301654491686836,0.11917647759172383,0.78532023,0.84587045,0.9284166742082075,"Expand (High Vuln, High Eff)",0.5563829787234041,265,265.0,Capacity,265.0,Capacity,398.0,True,True,True,True,872244680.8510638,872244680.8510638,1310012765.9574468,0.03686429971357667,0.06127018140589569,4.416219807911302,0.7889217450888757,1648690.0193956536,2531811
11-97-11-80,22.0,Kiambu,0.27870393863449333,High,1.1920006882630074,-0.7992432037329633,3.0229106503780296,-0.24693249032314513,-0.740455919806029,0.014666666666666666,1.0,0.0,2.0,0.014684525090519422,True,1.0,0.002371296694670007,0.19717058247593847,1.0,1.0,1.0,"Maintain (Low Vuln, High Eff)",0.7627659574468085,200,200.0,Capacity,200.0,Capacity,300.0,True,True,True,True,658297872.3404256,658297872.3404256,987446808.5106384,-0.08809579393276237,0.14565336977199045,3.332996081442493,0.6817411863671665,1329360.570225179,2831025
11-97-92-61,31.0,Laikipia,0.4358227234887189,High,-0.2503505514848045,1.8746536784787224,-0.07010819473292876,-0.7662716921867971,-0.16741063293679023,0.0006666666666666666,0.0,0.0,2.0,0.0006666666666666666,False,0.9626750889083914,0.0004706662278744238,0.11292186605075635,0.73581589,0.74495683,0.9877295708531191,"Expand (High Vuln, High Eff)",0.6457446808510638,261,261.0,Capacity,100.0,National quota,0.0,True,True,True,False,859079702.1542554,329149311.1702128,0.0,0.1155324308505058,0.10054860366849132,4.349564841744185,0.8443874285968377,464831.5134460619,607203
11-98-46-98,15.0,Kitui,0.21495132869475375,High,0.23043319509779941,0.20346812709641843,-0.884060522393707,0.6739405353456311,0.8193685954894917,0.013333333333333334,0.0,0.0,1.0,0.013333333333333334,False,0.5081737580319872,1.1616884732228591e-07,0.15576753568991772,0.75095552,0.91305537,0.8224643813222411,"Priority (High Vuln, Low Eff)",0.31276595744680846,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329148936.1702128,0.0,0.055375853168760814,0.15991811876314493,0.0,0.6101265126230591,902143.4698459654,1330408
11-98-58-09,37.0,Kakamega,0.026407031503758324,High,-0.2503505514848045,0.20346812709641843,0.1740775035653047,-0.47092863170203647,0.7765685325697983,0.013333333333333334,0.0,0.0,1.0,0.013333333333333334,False,0.8332030708190785,0.0013105003517994156,0.4324421247805948,0.82327794,0.83984122,0.9802780816116645,"Priority (High Vuln, Low Eff)",0.5101063829787233,232,232.0,Capacity,232.0,Capacity,348.0,True,True,True,True,764939231.9148936,764939231.9148936,1147408847.8723404,0.12641085968844284,0.09338363425925926,3.8729267853314995,0.8020852224760988,1708654.0673435766,2186825
11-98-99-00,35.0,Kericho,-0.08223350286517947,Moderate,-0.2503505514848045,0.20346812709641843,-0.39568912579723997,-0.7297686172954221,0.8907020336889824,0.025,0.0,0.0,1.0,0.025,False,0.8756055884954024,8.500705399825561e-08,0.14642417019867526,0.63983089,0.71161952,0.8991193636734418,"Improve (Low Vuln, Low Eff)",0.3531914893617021,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.10053518209558616,0.07874998957681885,0.0,0.6211354674438161,476739.66878029,1055928
11-99-11-78,41.0,Siaya,-0.05509661698589721,Moderate,-0.2503505514848045,0.20346812709641843,1.1508202967582388,-0.49581709185524653,-1.2707011437555735,0.02666666666666667,0.0,1.0,1.0,0.02666666666666667,False,1.0,1.4556007855037893e-07,0.21586710680753915,0.93263841,0.95579005,0.9757774837685327,"Expand (High Vuln, High Eff)",0.3276595744680851,200,200.0,Capacity,100.0,National quota,300.0,True,True,True,True,658298082.3404255,329149041.17021275,987447123.5106384,0.15895926392298795,0.04492176233242223,3.3329971446833233,0.8971882529365098,963682.5890779841,1162959
11-99-35-76,12.0,Meru,0.05918977424318389,High,0.23043319509779941,0.20346812709641843,-0.39568912579723997,-0.7447016933873484,1.176035786486943,0.01,0.0,1.0,1.0,0.01,False,0.9865643454574158,0.003097097716748898,0.1160831318063007,0.7472229,0.9284897,0.8047724169691921,"Maintain (Low Vuln, High Eff)",0.43936170212765957,200,200.0,Capacity,100.0,National quota,300.0,True,True,True,True,658298622.3404256,329149311.1702128,987447933.5106384,-0.12865591656817432,0.12233198904655215,3.3329998787311763,0.6409960204080509,743192.3972292847,1809940
11-99-95-86,4.0,Tana River,-0.12358540018728134,Moderate,-0.2503505514848045,0.20346812709641843,-0.39568912579723997,-0.7471905394026692,0.5055014674117343,0.0,0.0,0.0,1.0,0.0,False,0.7659532674715473,0.004362546001970811,0.18709570770950407,0.75751308,0.75939139,0.9975265587354104,"Priority (High Vuln, Low Eff)",0.39095744680851063,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.027469327706829277,0.04454406096866097,0.0,0.6409923730061522,206316.22186436027,369951
11-99-98-39,34.0,Kajiado,-0.7958649055084027,Low,-0.7311342980674084,-0.7992432037329633,-1.372431918990174,-0.7903305370015669,-0.20069957076321923,0.008,1.0,0.0,2.0,0.008,False,0.2118797889727684,0.007421780861293272,0.3129888550920161,0.70573811,0.77257074,0.913493190280543,"Improve (Low Vuln, Low Eff)",0.6574468085106382,340,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149236.1702128,0.0,-0.23318457786055014,0.07306569343065694,0.0,0.23996652506944,338607.8255842598,1308925
12-00-20-61,47.0,Nairobi,0.35243076966917614,High,1.6727844348456111,0.5377052373728798,-0.07010819473292876,-0.7281093866185416,-1.006767422417459,0.005,1.0,0.0,2.0,0.005,False,1.0,0.002598590786641519,0.09335696623787357,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.8382978723404255,490,490.0,Capacity,490.0,Capacity,735.0,True,True,True,True,1613013537.2340426,1613013537.2340426,2419520305.851064,0.1769794975380904,0.1558592830682066,8.16677073526159,0.9129029948445055,4401317.195491398,5148713
12-00-36-06,36.0,Bomet,-0.010675584806724953,Moderate,-0.2503505514848045,0.20346812709641843,-0.6398748240954736,-0.6285555460057006,1.7467032920828651,0.025,0.0,0.0,1.0,0.025,False,0.9263140148084311,0.0018982696882139723,0.14989871422498705,0.79103368,0.7986042,0.9905203103114159,"Maintain (Low Vuln, High Eff)",0.4329787234042553,200,200.0,Capacity,100.0,National quota,0.0,True,True,True,False,658298622.3404256,329149311.1702128,0.0,-0.07464230091703836,0.03344241908696885,3.3329998787311763,0.6639990286134878,501536.34730079153,1025380
12-01-32-84,47.0,Nairobi,-0.8139773605774654,Low,-0.2503505514848045,-0.7992432037329633,-1.1282462206919404,-0.7297686172954221,-1.976902181930527,0.008888888888888889,1.0,0.0,2.0,0.008888888888888889,False,1.0,0.002598590786641519,0.09335696623787357,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.8382978723404255,490,490.0,Capacity,490.0,Capacity,735.0,True,True,True,True,1613013537.2340426,1613013537.2340426,2419520305.851064,0.1769794975380904,0.1558592830682066,8.16677073526159,0.9129029948445055,4401317.195491398,5148713
12-01-97-98,24.0,West Pokot,0.23734007312130576,High,1.6727844348456111,0.5377052373728798,-1.372431918990174,-0.7281093866185416,-0.471766635921282,0.05,1.0,0.0,2.0,0.05,False,1e-06,0.9999726363733925,1.0,0.55044791,0.56387253,0.9761921014311514,"Improve (Low Vuln, Low Eff)",0.275531914893617,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329148936.1702128,0.0,-0.12347040157551482,0.060194756071351815,0.0,0.2508923726904903,304180.65818808705,727437
12-02-94-26,15.0,Kitui,0.053062768402758975,High,-0.2503505514848045,0.20346812709641843,0.09268227079922692,-0.7612940001561554,1.6753698538833746,0.013333333333333334,0.0,1.0,1.0,0.013333333333333334,False,0.5081737580319872,1.1616884732228591e-07,0.15576753568991772,0.75095552,0.91305537,0.8224643813222411,"Priority (High Vuln, Low Eff)",0.31276595744680846,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329148936.1702128,0.0,0.055375853168760814,0.15991811876314493,0.0,0.6101265126230591,902143.4698459654,1330408
12-03-61-03,39.0,Bungoma,0.3808854825361488,High,0.7112169416804034,0.20346812709641843,0.09268227079922692,0.6739405353456304,0.05372302548162949,0.008888888888888889,0.0,0.0,1.0,0.030285084911629973,True,1.0,0.001774964512053704,0.07015698654287444,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.4691489361702127,205,205.0,Capacity,205.0,Capacity,308.0,True,True,True,True,674755934.1489362,674755934.1489362,1013779647.4042554,-0.023210968616952918,0.03356869796869797,3.416324097255275,0.7383247082771593,1103016.927540957,1956139
12-04-19-29,25.0,Samburu,0.2851864249745427,High,0.7112169416804034,0.5377052373728798,-0.884060522393707,-0.7297686172954221,1.71103657298312,0.18222222222222223,1.0,0.0,2.0,0.18222222222222223,False,0.49700408075120983,0.006223811350638621,0.21743495283374586,0.85624483,0.88363255,0.9690055328993935,"Priority (High Vuln, Low Eff)",0.2606382978723404,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,0.11706466448038158,0.16184751278475126,0.0,0.659455040168566,278983.3419909905,363375
12-04-24-64,47.0,Nairobi,-0.27847033617226824,Moderate,-0.2503505514848045,0.5377052373728798,-1.372431918990174,-0.7297686172954221,-0.9996340785975101,0.0057777777777777775,1.0,0.0,2.0,0.0057777777777777775,False,1.0,0.002598590786641519,0.09335696623787357,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.8382978723404255,490,490.0,Capacity,490.0,Capacity,735.0,True,True,True,True,1613013537.2340426,1613013537.2340426,2419520305.851064,0.1769794975380904,0.1558592830682066,8.16677073526159,0.9129029948445055,4401317.195491398,5148713
12-04-33-80,34.0,Kajiado,-0.3249515600630095,Moderate,-0.7311342980674084,0.5377052373728798,-0.07010819473292876,-0.8193670738469789,-1.8342353055315463,0.0013333333333333333,1.0,1.0,2.0,0.0013333333333333333,False,0.2118797889727684,0.007421780861293272,0.3129888550920161,0.70573811,0.77257074,0.913493190280543,"Improve (Low Vuln, Low Eff)",0.6574468085106382,340,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149236.1702128,0.0,-0.23318457786055014,0.07306569343065694,0.0,0.23996652506944,338607.8255842598,1308925
12-05-01-33,6.0,Taita-Taveta,0.347242278911539,High,1.1920006882630074,-0.7992432037329633,1.3950059950564724,1.5035558737859689,-1.0923675482568473,0.0026666666666666666,1.0,1.0,2.0,0.013294769104032962,True,0.7630111139099194,7.11401922620076e-08,0.10662040543752431,0.70908828,0.7257342,0.9770633380650933,"Priority (High Vuln, Low Eff)",0.21595744680851064,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,0.27685440412368356,0.06450714150047483,0.0,0.9052043507683185,398904.0,398904
12-06-02-37,32.0,Nakuru,-0.3192158541132642,Moderate,-1.2119180446500124,0.20346812709641843,-0.15150342749900653,-0.7463609240642292,0.5483015303314283,0.08888888888888889,0.0,0.0,1.0,0.08888888888888889,False,0.995519358727289,0.006301654491686836,0.11917647759172383,0.78532023,0.84587045,0.9284166742082075,"Expand (High Vuln, High Eff)",0.5563829787234041,265,265.0,Capacity,265.0,Capacity,398.0,True,True,True,True,872244680.8510638,872244680.8510638,1310012765.9574468,0.03686429971357667,0.06127018140589569,4.416219807911302,0.7889217450888757,1648690.0193956536,2531811
12-06-18-71,47.0,Nairobi,0.30654339899532845,High,1.6727844348456111,-0.4650060934565029,2.2089583227172507,-0.7330870786491833,-0.8736116711117441,0.4,1.0,0.0,3.0,0.35184428214548136,True,1.0,0.002598590786641519,0.09335696623787357,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.8382978723404255,490,490.0,Capacity,490.0,Capacity,735.0,True,True,True,True,1613013537.2340426,1613013537.2340426,2419520305.851064,0.1769794975380904,0.1558592830682066,8.16677073526159,0.9129029948445055,4401317.195491398,5148713
12-07-36-67,32.0,Nakuru,0.9997273131948304,Critical,0.23043319509779941,2.2088907887551827,0.09268227079922692,0.37527901350710924,0.8907020336889824,0.044444444444444446,0.0,1.0,3.0,0.044444444444444446,False,0.995519358727289,0.006301654491686836,0.11917647759172383,0.78532023,0.84587045,0.9284166742082075,"Expand (High Vuln, High Eff)",0.5563829787234041,265,265.0,Capacity,265.0,Capacity,398.0,True,True,True,True,872244680.8510638,872244680.8510638,1310012765.9574468,0.03686429971357667,0.06127018140589569,4.416219807911302,0.7889217450888757,1648690.0193956536,2531811
12-07-63-44,38.0,Vihiga,0.43074460971528195,High,1.1920006882630074,0.5377052373728798,0.6624489001617715,-0.8168782278316578,0.15596762023423183,0.003111111111111111,1.0,1.0,2.0,0.003111111111111111,False,0.8814102234261105,0.0026430229157509847,0.2481669392437785,0.75410204,0.78954663,0.9551076672950906,"Priority (High Vuln, Low Eff)",0.3712765957446808,200,195.0,National quota,100.0,National quota,0.0,False,True,True,False,641840425.531915,329148936.1702128,0.0,0.10864880196715894,0.055698055555555556,3.2496711794064304,0.805878506007055,521968.9396563594,690870
12-07-91-31,47.0,Nairobi,0.16859324218318528,High,1.6727844348456111,0.5377052373728798,-1.1282462206919404,-0.4501882482410281,-1.984035525750476,0.012307692307692308,1.0,0.0,2.0,0.012307692307692308,False,1.0,0.002598590786641519,0.09335696623787357,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.8382978723404255,490,490.0,Capacity,490.0,Capacity,735.0,True,True,True,True,1613013537.2340426,1613013537.2340426,2419520305.851064,0.1769794975380904,0.1558592830682066,8.16677073526159,0.9129029948445055,4401317.195491398,5148713
12-08-19-87,9.0,Mandera,-0.14595795239565565,Moderate,-0.2503505514848045,0.20346812709641843,-1.1282462206919404,-0.7944786136937689,1.3187026628859237,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,False,1.0,0.00792938932163398,0.1717446311187853,0.83648504,1.0,0.83648504,"Maintain (Low Vuln, High Eff)",0.15904255319148936,200,200.0,Capacity,100.0,National quota,0.0,True,True,True,False,658298922.3404256,329149461.1702128,0.0,-0.22943130354115773,0.031243605036447977,3.3330013976466497,0.5584880086686502,268304.614021839,1015741
12-08-28-35,18.0,Nyandarua,-0.1862748725673315,Moderate,0.7112169416804034,-1.1334803140094243,0.09268227079922692,0.5494982345795797,-0.700033638159651,0.008888888888888889,1.0,1.0,1.0,0.008888888888888889,False,1.0,0.00697680791135282,0.12550523759074217,0.96120403,0.96695703,0.9940504078035401,"Expand (High Vuln, High Eff)",0.502127659574468,227,227.0,Capacity,100.0,National quota,340.0,True,True,True,True,747540455.906383,329312976.17021275,1119664118.9787235,0.1236146906087834,0.052664136125654445,3.7848358850038237,0.8663656310246903,580935.3437703709,747399
12-08-29-68,39.0,Bungoma,-0.21318183792130133,Moderate,0.7112169416804034,-0.7992432037329633,-0.884060522393707,0.7635389918971864,-1.2707011437555735,0.005333333333333333,1.0,0.0,2.0,0.005333333333333333,False,1.0,0.001774964512053704,0.07015698654287444,1.0,1.0,1.0,"Expand (High Vuln, High Eff)",0.4691489361702127,205,205.0,Capacity,205.0,Capacity,308.0,True,True,True,True,674755934.1489362,674755934.1489362,1013779647.4042554,-0.023210968616952918,0.03356869796869797,3.416324097255275,0.7383247082771593,1103016.927540957,1956139
12-08-53-99,1.0,Mombasa,0.25090912284365635,High,1.6727844348456111,0.5377052373728798,-1.372431918990174,-0.8525516873845924,-0.11034388237719756,0.0,1.0,0.0,2.0,0.0188026058627052,True,1.0,0.003387972623435715,0.1286892099974925,0.79462944,0.89214865,0.8906917473898549,"Expand (High Vuln, High Eff)",0.9095744680851063,553,553.0,Capacity,508.0,National quota,830.0,True,True,True,True,1820203571.0212767,1672085739.744681,2731951110.212766,0.09399381198631673,0.1124399939668175,9.2157845628039,0.8405344196995486,1038844.0391423919,1414887
12-08-96-05,41.0,Siaya,0.19962346317823665,High,1.1920006882630074,0.5377052373728798,-0.07010819473292876,-0.7529978467717517,-1.3349012381351149,0.05,1.0,1.0,2.0,0.05,False,1.0,1.4556007855037893e-07,0.21586710680753915,0.93263841,0.95579005,0.9757774837685327,"Expand (High Vuln, High Eff)",0.3276595744680851,200,200.0,Capacity,100.0,National quota,300.0,True,True,True,True,658298082.3404255,329149041.17021275,987447123.5106384,0.15895926392298795,0.04492176233242223,3.3329971446833233,0.8971882529365098,963682.5890779841,1162959
12-09-01-71,25.0,Samburu,0.5748991897580433,Critical,0.23043319509779941,0.5377052373728798,1.3950059950564724,0.6490520751924204,0.3414345595529065,0.010222222222222223,1.0,0.0,2.0,0.010222222222222223,False,0.49700408075120983,0.006223811350638621,0.21743495283374586,0.85624483,0.88363255,0.9690055328993935,"Priority (High Vuln, Low Eff)",0.2606382978723404,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,0.11706466448038158,0.16184751278475126,0.0,0.659455040168566,278983.3419909905,363375
12-09-29-36,24.0,West Pokot,-0.0930275128870369,Moderate,-0.2503505514848045,0.20346812709641843,-0.39568912579723997,-0.7281093866185416,0.7789463138431133,0.0008888888888888889,0.0,0.0,1.0,0.004182339965219973,True,1e-06,0.9999726363733925,1.0,0.55044791,0.56387253,0.9761921014311514,"Improve (Low Vuln, Low Eff)",0.275531914893617,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329148936.1702128,0.0,-0.12347040157551482,0.060194756071351815,0.0,0.2508923726904903,304180.65818808705,727437
12-09-39-58,38.0,Vihiga,-0.13208060210856865,Moderate,-0.7311342980674084,-2.470428755115267,3.0229106503780296,2.839236568674915,0.13456758877438485,0.08888888888888889,1.0,1.0,1.0,0.08888888888888889,False,0.8814102234261105,0.0026430229157509847,0.2481669392437785,0.75410204,0.78954663,0.9551076672950906,"Priority (High Vuln, Low Eff)",0.3712765957446808,200,195.0,National quota,100.0,National quota,0.0,False,True,True,False,641840425.531915,329148936.1702128,0.0,0.10864880196715894,0.055698055555555556,3.2496711794064304,0.805878506007055,521968.9396563594,690870
12-10-02-09,33.0,Narok,0.1518336635552471,High,-1.2119180446500124,0.20346812709641843,0.9066345984600052,0.9352693669543368,0.881190908595717,0.022222222222222223,0.0,0.0,1.0,0.022222222222222223,False,0.870363442164275,0.005218322684626933,0.13812013991966862,0.75816635,0.78985969,0.9598747215470637,"Priority (High Vuln, Low Eff)",0.33723404255319145,200,200.0,Capacity,100.0,National quota,232.0,True,True,True,True,658298622.3404256,329149311.1702128,763626401.9148936,-0.0021165006739281636,0.05424075620505683,3.3329998787311763,0.7048656948812442,806069.7236506658,1355801
12-11-12-79,46.0,Nyamira,-0.20386712926514203,Moderate,-0.7311342980674084,0.5377052373728798,-1.372431918990174,-0.7695901535405584,0.990568847168269,0.03076923076923077,0.0,0.0,2.0,0.03076923076923077,False,0.34650287995774187,0.013579799902952591,0.3167674515482774,0.55086903,0.78114229,0.7052095847992047,"Priority (High Vuln, Low Eff)",0.35744680851063826,200,0.0,Not activated,100.0,National quota,0.0,False,False,True,False,0.0,329149311.1702128,0.0,-0.026825598454177854,0.11871162120592645,0.0,0.47377342135900125,396114.71756229625,709094
12-11-44-97,33.0,Narok,-0.17304028171531172,Moderate,-0.7311342980674084,0.20346812709641843,-0.6398748240954736,-0.6119632392368939,1.247369224686433,0.0,0.0,0.0,1.0,0.0,False,0.870363442164275,0.005218322684626933,0.13812013991966862,0.75816635,0.78985969,0.9598747215470637,"Priority (High Vuln, Low Eff)",0.33723404255319145,200,200.0,Capacity,100.0,National quota,232.0,True,True,True,True,658298622.3404256,329149311.1702128,763626401.9148936,-0.0021165006739281636,0.05424075620505683,3.3329998787311763,0.7048656948812442,806069.7236506658,1355801
12-11-67-71,38.0,Vihiga,0.020660282368723082,High,-1.2119180446500124,0.20346812709641843,-0.39568912579723997,0.7651982225740681,1.5612363527641904,0.006666666666666667,0.0,0.0,1.0,0.006666666666666667,False,0.8814102234261105,0.0026430229157509847,0.2481669392437785,0.75410204,0.78954663,0.9551076672950906,"Priority (High Vuln, Low Eff)",0.3712765957446808,200,195.0,National quota,100.0,National quota,0.0,False,True,True,False,641840425.531915,329148936.1702128,0.0,0.10864880196715894,0.055698055555555556,3.2496711794064304,0.805878506007055,521968.9396563594,690870
12-12-67-79,40.0,Busia,0.34235029288492363,High,-0.2503505514848045,0.20346812709641843,0.9066345984600052,0.677258996699392,0.9335020966086763,0.011111111111111112,0.0,0.0,1.0,0.011111111111111112,False,0.7936227073838449,0.02780081062766958,1.0,0.84408506,1.0,0.84408506,"Priority (High Vuln, Low Eff)",0.47659574468085103,210,100.0,National quota,100.0,National quota,0.0,False,True,True,False,329149311.1702128,329149311.1702128,0.0,0.09560711687031809,0.018360086299892126,1.6664999393655882,0.7593903202795488,770781.0171710964,1046448
